Composite.Element.REF	TCGA-OR-A5J2-01	TCGA-PA-A5YG-01	TCGA-OR-A5JV-01	TCGA-OR-A5JT-01	TCGA-OR-A5JR-01	TCGA-OR-A5JP-01	TCGA-OR-A5J6-01	TCGA-OR-A5J8-01	TCGA-OR-A5J3-01	TCGA-OR-A5J9-01	TCGA-OR-A5J7-01	TCGA-OR-A5K1-01	TCGA-OR-A5JY-01	TCGA-OR-A5JS-01	TCGA-OR-A5K6-01	TCGA-OR-A5K8-01	TCGA-OR-A5K3-01	TCGA-OR-A5JA-01	TCGA-OR-A5K0-01	TCGA-OR-A5K5-01	TCGA-OR-A5K4-01	TCGA-OR-A5JW-01	TCGA-OR-A5KU-01	TCGA-OR-A5KO-01	TCGA-OR-A5LS-01	TCGA-OR-A5LT-01	TCGA-OR-A5LG-01	TCGA-OR-A5LN-01	TCGA-OR-A5LO-01	TCGA-OR-A5LP-01	TCGA-OR-A5LK-01	TCGA-OR-A5LJ-01	TCGA-OR-A5LD-01	TCGA-OR-A5LL-01	TCGA-OR-A5LM-01	TCGA-OR-A5KZ-01	TCGA-OR-A5KY-01	TCGA-OR-A5KX-01	TCGA-OR-A5KW-01	TCGA-OR-A5LH-01	TCGA-PK-A5H8-01	TCGA-PK-A5HA-01	TCGA-OU-A5PI-01	TCGA-OR-A5JZ-01	TCGA-PK-A5H9-01
MYH9|Myosin-IIa-pS1943	0.5133	-0.9042	-1.1973	0.3197	-1.6176	1.2672	-0.3355	0.4345	-0.0821	-1.4461	-0.8454	0.1959	-0.7217	1.6051	1.2715	-0.084	-0.7456	1.9214	2.0143	0.5554	-0.4124	0.1197	-0.374	0.7456	-0.34	-0.7801	0.1798	-0.0567	0.6064	-0.226	-0.2401	-0.1098	0.8475	-1.4107	-1.5659	-0.5463	0.9085	-1.3001	-0.5394	0.1348	-2.2351	0.4064	1.2228	0.896	1.9503
NRAS|N-Ras	-0.0175	1.8895	1.836	1.1693	0.5602	-0.0968	2.2592	-1.9393	-0.4963	0.2837	-0.3214	-0.106	0.0551	-0.946	-0.3738	0.0805	1.1807	-0.868	-1.353	-1.7897	0.9491	-0.6966	-0.8138	-1.7501	0.7983	-0.798	0.7984	-0.2357	0.2784	1.8725	0.492	-0.6382	0.2737	-1.0558	0.0117	-1.346	-0.5558	-0.4318	-0.4818	1.5984	0.2989	0.5575	-0.7073	0.5839	-0.0083
NDRG1|NDRG1_pT346	-1.3103	-0.3102	-1.399	1.3983	0.2432	-0.076	-0.2476	0.5299	1.2272	-1.7233	1.0069	0.071	0.856	-0.4775	-0.6576	-0.1579	-0.5641	2.3392	-0.1565	0.0744	-1.313	-0.0312	1.5904	0.4307	-1.6929	1.5989	0.0161	0.5166	-1.0961	-0.507	-0.4402	-0.0851	-1.5374	-0.1664	-0.7552	-1.5893	1.296	0.3292	2.1018	-0.7845	0.3673	-0.2018	-0.3314	1.2791	0.3394
CDKN1A|p21	-0.5612	-0.1811	-2.3718	0.7513	0.8688	1.1449	-0.6646	-1.1265	0.9264	-0.3241	-0.9308	0.9813	-0.1345	0.1703	0.6455	1.1899	-1.6435	0.5106	-0.8827	-0.1363	0.8062	-0.0707	1.2914	1.0321	-1.614	1.0351	1.4001	-0.3278	-0.6759	-1.5696	1.1391	-1.4747	-0.158	-0.6232	-1.3967	-1.5054	1.0158	-0.0741	0.6048	0.3581	0.2185	0.755	-0.872	1.492	0.9821
CDKN1B|p27_pT198	0.8595	0.1856	1.8981	2.0739	-0.3874	-0.06	1.0307	-0.7208	-0.4839	1.911	1.0718	-0.4863	-0.5982	-0.4468	0.6863	-0.8423	0.1174	-0.7909	-0.1048	-0.6282	1.5118	-2.5379	0.7686	-0.5778	1.0248	-1.6366	0.4845	-0.4468	-0.2061	0.5252	-0.6671	0.1743	2.3392	0.0486	-0.6215	0.7649	-0.8895	0.2607	-0.4429	-0.4468	-0.9413	0.1369	-1.023	-0.4468	-1.4401
RPS6KA1|p90RSK	-0.5213	0.2365	0.9892	-1.1325	-1.1796	-0.4407	0.2836	-1.5802	1.4298	2.0453	0.0809	-0.7577	1.2766	1.2593	1.7518	-0.6978	-0.6168	-0.5436	2.3511	0.1653	-0.9137	1.1139	-2.1574	-0.6112	0.9204	-0.2994	-0.6248	-0.5852	0.2888	-0.2022	-0.2369	1.0862	0.3855	-0.3722	-1.0194	1.0838	0.3988	0.3578	-0.4505	1.2543	-0.909	-0.7967	-0.0504	-1.3083	-0.7516
PDCD4|PDCD4	-0.7961	-0.5592	-0.3969	-0.3911	-0.4667	-1.1944	-0.3326	0.419	0.6711	0.3607	-0.4689	1.1426	-1.1354	0.0788	1.3273	1.8056	-0.8734	1.5352	0.1454	-1.0669	-0.9211	0.0332	-1.0341	2.1255	-1.65	-0.5798	2.5121	-0.9404	-1.0414	-1.3073	0.7844	0.2386	-0.0292	0.8599	-0.8978	-1.3361	0.272	-1.1354	1.4934	0.6765	0.1789	0.2606	1.0397	-0.031	0.6247
PDK1|PDK1	0.1504	-1.1	0.6706	-0.4901	0.9993	0.7293	-1.7217	-2.3356	0.7247	-0.2091	-2.5198	0.7263	-0.9358	-0.1215	0.2371	1.0725	1.1483	-0.7857	-0.6303	-0.1879	2.053	-0.0349	-1.0948	1.1978	-0.1419	-0.5386	-0.6774	-0.727	-0.3806	0.8967	-1.2849	-1.1813	0.0048	0.7733	0.4184	0.6783	0.5527	0.2942	0.8377	0.7629	2.1459	0.646	-0.4285	0.5895	-0.7823
PEA15|PEA15_pS116	-0.6816	-1.3156	-1.1015	-0.0348	0.2937	-0.0163	-1.9802	-0.6295	-1.3298	-0.1238	-0.5608	-0.2448	1.9137	1.7825	0.3222	0.4452	-1.0425	-0.4309	-0.3125	1.1444	-0.3077	2.6365	1.7911	0.0139	-0.8533	-0.2768	-0.1287	0.2368	-0.3184	-0.5879	0.5051	1.48	0.2123	0.8902	-0.6529	1.2277	-0.8857	-0.2413	-0.7045	0.0257	2.1585	-0.6305	-0.0919	-1.4033	-0.192
PIK3R1 PIK3R2|PI3K-p85	0.8848	-1.1447	0.9507	0.2925	0.4066	-1.0817	-1.4995	0.7232	-0.4577	0.1981	-1.0048	-0.5847	-1.1234	-0.6197	-0.1755	0.8329	0.1835	-0.7323	-1.3249	-1.7172	0.8814	1.0552	-0.4798	2.6174	0.4462	2.1432	0.7775	0.3203	-1.6812	-0.7401	0.3812	-1.1001	-0.3664	1.1147	0.5984	-1.4871	-0.3796	0.7301	0.8017	-1.21	1.1035	-0.1315	1.1356	0.2717	0.1914
PRKCB|PKC-pan_BetaII_pS660	-0.5985	-0.9022	0.0005	-0.1652	2.0953	-0.0734	-0.1084	-0.37	1.0151	-0.8096	-0.4862	2.3243	-0.4036	-1.0406	1.4265	-0.1198	1.1229	0.9098	-0.4182	-0.5978	-0.1067	0.8443	-0.7555	0.0663	-1.6252	1.9944	-0.0453	1.4084	-1.6946	-0.1773	-0.4896	-1.5028	0.1044	1.5633	-0.1205	-2.2956	0.0914	-0.1097	-0.0057	0.0966	0.5218	0.8168	-0.967	-0.9071	0.4941
PRDX1|PRDX1	0.835	1.8192	2.0446	0.8019	0.9184	-0.011	1.9996	-2.2874	-0.7755	0.6366	-0.1527	0.1393	-0.1337	0.4781	-1.0282	-0.2487	0.9673	-0.5616	-0.4123	-1.9588	1.3518	-0.4548	-1.1054	-1.6881	0.4559	-0.2093	0.6092	0.1817	-0.3376	1.8733	0.345	-0.38	-0.4064	-1.0584	0.0624	-1.6435	-0.7861	-0.2388	-0.6074	1.1961	0.5663	0.4225	-0.7612	0.023	-0.4803
RAB11A RAB11B|Rab11	-0.6496	0.9822	-0.2414	2.5622	0.2163	-0.2915	0.5902	-2.5498	-0.8602	-0.4038	-0.3222	-0.0316	1.491	0.3986	0.7713	-0.4104	0.1265	-1.5033	-1.2313	-0.4897	0.2489	-0.1787	2.859	-0.8761	0.3481	-1.0081	0.361	-0.8513	0.1626	0.1326	0.8916	0.2441	-0.7738	-0.8011	0.4041	-0.5748	-1.4021	-0.799	-0.6565	1.1545	0.0722	0.7769	0.021	0.3392	1.7522
RAB25|Rab25	0.4905	1.9959	1.2512	-0.0206	0.1004	0.1403	3.1103	-2.2414	-1.1417	0.0084	-0.0762	0.1878	-0.1084	-1.0905	-1.119	0.0352	0.473	-0.4053	-0.584	-1.0729	-0.3187	-0.8356	-1.0194	-1.7297	0.5691	-0.7676	0.9749	0.4968	0.5556	1.7858	1.3469	-0.5991	-0.1418	-1.4156	0.1614	-0.8826	-0.5284	0.5184	-0.6715	0.8888	-0.0307	0.5147	-0.0668	0.1281	1.1344
RPTOR|Raptor	0.4264	-1.5403	-0.0457	-0.7391	0.0845	1.0846	-1.601	-1.1475	-1.1533	1.4853	0.0043	-0.1824	0.4758	-0.318	0.9447	-0.5346	0.0301	-0.788	1.2883	0.0528	0.5801	-0.6568	3.8849	-0.9266	-0.4786	0.2392	-0.9678	-0.0039	0.2014	-0.6098	-0.56	1.4458	2.4873	-0.0913	-0.2987	0.1787	-0.7287	-0.2626	-0.2323	-0.393	0.3611	0.6939	-0.45	-0.6872	-0.552
RBM15|RBM15	0.1043	-1.4302	-0.9391	-1.1597	-0.4556	1.4347	-1.3035	-0.0105	0.0917	1.5125	0.4512	-0.1875	-1.0531	-1.5141	1.0465	0.3007	-1.2348	0.7787	0.9627	1.3647	-1.0873	-0.0795	-0.8964	1.3253	-0.8472	-0.0918	0.159	-0.205	0.0356	-1.0299	-0.7252	1.2381	2.1417	0.1185	-0.347	2.4659	0.7491	1.5169	0.2302	-1.3346	0.0181	-0.2308	-0.2034	-0.9852	-0.6945
RICTOR|Rictor	1.9756	-0.1657	0.8229	-0.7767	-0.0689	0.8615	-0.1845	0.0016	-0.6555	1.4184	-0.1146	-0.277	-1.0578	-1.4023	0.9216	-0.1641	-0.0292	0.5041	-0.8885	0.5427	0.0065	1.7297	-2.7857	-0.5598	-0.8184	1.5231	0.3634	0.4132	1.2833	1.2737	0.5916	1.4392	-1.2089	-0.646	0.6419	-1.6173	-0.0863	-0.7518	-1.1167	0.6787	0.097	-1.3236	1.0212	-0.9705	-0.441
RICTOR|Rictor_pT1135	-0.2733	-1.6699	-0.532	1.8431	0.2006	-0.292	-1.6035	1.2867	0.8345	0.1413	-0.3757	1.4935	0.2377	-0.5363	0.6995	-0.5084	-1.1799	-0.4768	-0.328	0.2479	0.0561	2.3499	3.2685	-0.9847	-0.9868	1.499	-0.5205	0.698	-0.7169	-0.9519	0.5879	-0.1086	-0.8437	-1.1399	-0.5461	-0.8131	-0.0848	-0.369	-0.0565	0.2618	-0.2927	0.8173	-0.1322	0.6827	-0.8829
SCD1|SCD1	0.1236	1.8746	1.1057	0.0273	0.9141	0.1738	2.0989	-3.3047	-0.5813	0.0022	0.1213	0.7957	0.0231	0.1746	-0.3843	0.3469	1.0738	-0.0742	-1.7691	-0.2147	1.4623	-0.2269	-1.4633	-1.122	0.3889	-0.6981	1.2646	-0.2237	0.0339	1.5021	-0.1642	-0.7971	-0.3266	-1.535	-0.2356	-0.4427	0.5266	-0.7396	-0.9985	1.3335	0.4846	0.2495	-0.8777	0.3952	-0.3177
SRSF1|SF2	0.687	1.3915	1.4801	-0.6849	-0.3845	-0.6087	1.7807	-1.9138	-1.1462	-0.3735	0.4643	-0.4417	0.7569	-0.8251	-1.1879	0.1645	1.7341	-0.6695	-0.2981	-1.1156	0.8934	-0.5834	1.4547	-2.0339	0.867	-0.9651	0.5479	-0.2243	0.3629	2.212	-0.0487	-0.1426	-0.2007	-1.3867	-0.0942	-0.3299	0.4333	-0.5701	-0.9314	2.2227	-0.0805	0.1005	-0.5603	0.1355	0.1126
WWTR1|TAZ	0.8656	-1.6999	0.5221	1.945	-0.3966	-0.6235	-1.1146	1.3391	-1.356	-0.5524	0.0117	-0.3953	0.1903	0.2865	1.4795	-0.966	-0.4164	-2.0392	-0.2114	0.9639	0.4204	-1.2271	1.1735	-0.3788	0.203	-0.7789	0.306	-0.2718	-0.3639	-0.6291	0.1465	0.9082	1.3318	1.4462	-1.0706	2.9203	-0.8498	0.0631	-0.6921	-0.1441	-1.0016	-0.4896	1.0177	0.5293	-0.401
TIGAR|TIGAR	1.0075	-1.5984	-1.1935	0.7353	-1.2695	-0.2504	-3.2493	0.964	0.1689	-0.1966	-0.195	-1.0353	0.975	1.6397	0.2642	-0.5206	-0.9431	-0.6682	0.1351	0.8967	-0.5039	-0.4656	2.413	-0.6493	0.6088	0.1646	-0.8839	-0.1962	0.7476	-1.0844	0.2214	0.2504	0.7356	-0.549	0.3619	2.5065	-0.5065	0.065	-0.0493	-0.3622	0.5034	0.165	1.0845	0.0683	-0.3123
TGM2|Transglutaminase	-0.1838	-0.4496	3.9671	2.9232	0.1839	-0.6886	-0.0007	-1.0568	-0.301	-0.2029	-0.7976	0.6093	0.7475	0.6589	-0.0703	-0.9015	-0.4957	-0.7491	0.1177	-0.2275	0.4416	-0.623	2.8924	-0.6931	-0.4148	-0.554	-0.7006	-0.444	-0.2234	0.0291	-0.1734	-0.22	-0.0543	-0.6715	-0.0854	1.1583	-0.1358	-0.8419	-0.2727	-0.4081	-0.2864	-0.0606	-0.4624	0.6352	-0.9137
TFRC|TFRC	-0.8071	-0.9564	0.6068	-1.0669	-0.1093	-0.0299	-0.7081	0.3063	-0.5247	-1.5601	0.461	-0.5712	2.236	1.1646	-0.6559	-0.4358	-0.8187	1.0651	-0.6758	1.4548	0.8348	-0.5892	-0.953	1.5542	-1.0602	-1.0706	1.1891	0.3652	-0.1692	-0.4743	-0.6157	2.7773	0.0549	0.6561	-0.5848	1.3787	1.6069	-1.2262	0.5447	-1.1897	-0.0193	-0.9372	-0.3856	-0.6151	0.5537
TSC1|TSC1	1.2981	-2.0179	0.5927	-0.8691	-1.4449	0.6323	-1.2874	1.3379	-1.1754	1.1119	0.8045	-1.1511	0.5802	-0.1355	1.1051	-0.4801	-0.2388	-0.0412	1.7942	1.1728	0.2965	-1.3265	-1.4756	0.7076	0.0614	-0.4055	0.3882	-0.1698	-0.3463	-0.7249	-1.2022	0.7287	2.1019	0.6523	-0.6024	1.4199	-0.0062	-0.478	-0.7723	-1.3987	0.6843	-0.3989	0.7479	-1.1448	1.075
TSC2|Tuberin_pT1462	-0.628	-1.9774	-0.113	0.5751	0.9005	0.3421	-1.3828	-0.3681	1.226	0.2133	-0.6114	0.6839	-1.7879	-0.7606	1.0238	1.1318	-0.3998	1.4217	-0.6653	0.1172	0.0736	0.2986	-0.0135	1.8546	-0.8551	0.9287	1.1867	0.2218	-0.7816	-1.1509	-0.1221	-1.6192	-0.4248	2.0462	-1.4601	-0.9052	0.876	-0.3595	-0.0322	-0.3876	-0.9472	0.9703	-0.8865	0.6217	1.9261
VHL|VHL	0.5726	2.158	0.5949	0.3126	0.5392	0.1682	2.2484	-3.2024	-0.8755	-0.6409	-0.6815	0.4014	-0.1064	-0.899	-0.7864	0.2635	0.6303	0.8582	-1.1413	-1.6331	-0.3623	-0.385	-1.1373	0.2154	0.3234	-0.6252	1.2634	0.1727	-0.2394	1.8211	0.0644	-0.4467	-0.1715	-1.0741	-0.2868	1.0463	-0.6834	-0.1967	-0.8817	0.9031	1.549	0.4093	-0.9044	0.4371	0.4085
XBP1|XBP1	0.9066	1.8459	1.1031	0.0442	0.9588	0.3648	2.2981	-2.87	-1.1714	0.68	-0.4501	0.3343	-0.6242	-0.9876	-0.5679	-0.0682	0.6351	-0.8499	-1.3094	-0.2505	0.94	-0.7246	0.0047	-1.3379	0.0136	-0.2049	0.6257	0.6872	-0.0539	1.473	0.2614	0.1021	1.3158	-1.7261	-0.8469	-1.3463	-0.7097	0.5718	-0.9587	1.5273	0.3015	0.0166	-0.2828	0.5732	-0.2438
TUBA1B|Acetyl-a-Tubulin-Lys40	0.1241	-1.2151	-0.1875	0.4452	0.7868	0.7146	1.06	-0.279	-0.2408	-0.061	-0.2367	-0.6042	0.6786	0.8287	-0.6285	-1.1589	-0.6381	-0.2877	0.0212	1.283	2.6334	-0.3272	-1.3335	-0.5435	1.5489	0.357	-1.1033	1.0994	-1.5105	-0.2348	0.884	-1.037	-0.6357	1.2096	-0.2073	-0.7337	-1.5779	0.8031	-2.1359	1.594	0.5722	0.6175	-1.5451	1.1813	0.0201
SQSTM1|p62-LCK-ligand	0.6489	0.8091	0.8781	0.33	0.6484	0.1024	-0.9478	0.7539	0.2306	-1.2663	1.0062	-0.5062	0.5413	0.1872	-1.3394	-0.5089	0.242	-0.9525	-0.8096	-0.1624	-0.1698	-1.6965	-1.3846	-0.1508	0.374	1.124	0.69	1.3531	0.4164	1.9208	1.0211	1.0758	-0.4892	0.5115	-0.3364	-1.1417	-0.5633	0.3578	-0.8759	0.097	-1.4183	2.8292	-0.8764	-0.1833	-2.3697
YWHAB|14-3-3_beta	1.2969	1.0242	2.2615	1.2227	0.1869	-0.7074	1.0013	-1.7215	-1.6558	0.1041	-0.7691	0.526	0.1608	0.6045	-0.4048	-0.0137	1.1348	-1.5681	-1.8722	-1.1324	1.7654	-0.4559	0.2989	-2.1742	0.2671	-0.3614	0.5045	0.3738	-0.3543	1.2575	0.2542	-0.6975	1.1649	-1.0287	0.0905	-0.7019	-0.6088	0.5673	-1.285	0.3915	0.1699	0.8329	-0.1947	0.9127	-0.6678
YWHAZ|14-3-3_zeta	0.2316	-2.2685	0.1202	-0.482	0.1601	-0.755	-0.8411	-1.1898	0.0721	0.6146	0.4093	-0.272	-0.3998	2.091	0.118	-1.2688	-1.613	0.5824	-1.0008	0.8821	1.9394	-1.0268	-0.2956	1.632	-1.5665	-1.0308	0.3714	0.1498	0.779	-1.1568	-0.389	2.1281	0.3422	-0.0923	-0.0725	0.4542	0.4347	-0.3499	0.7759	0.0582	0.1277	1.9941	-0.485	1.0391	-0.9508
ACVRL1|ACVRL1	0.567	-0.7621	2.2464	1.4054	-0.2117	-1.2752	0.9681	0.7415	0.223	-0.0313	-0.3992	-0.6584	0.2608	1.0896	0.0009	-1.1413	-0.054	-0.5345	1.2624	0.2884	1.1712	-2.4505	1.4295	-2.991	-0.3005	-1.2941	0.3713	0.5767	0.2434	0.5339	0.1161	-1.0323	1.1457	-1.2972	-0.1522	0.0195	-0.6252	0.9167	-0.8489	0.692	-0.8633	0.1807	-0.0829	0.6888	-0.133
DIRAS3|DIRAS3	0.4534	1.5448	1.5001	0.8749	0.2518	0.145	1.8828	-1.8081	-0.7702	0.7969	-0.0621	-0.6473	0.0535	-1.0097	-0.3834	-0.0506	1.2284	-0.3217	-0.7159	-1.7308	-0.3798	-1.0045	-1.0271	-1.0078	1.3341	-0.5179	0.3526	0.3178	0.5577	0.9538	0.5087	-0.5649	0.5269	-3.3074	0.1325	1.5169	-0.6611	0.2942	-1.0271	1.4072	-0.0751	0.3317	-0.0142	0.1956	-0.0747
ANXA1|Annexin-1	0.0291	1.0176	0.498	2.9821	0.5896	-0.5281	1.6108	0.5862	-0.6446	-0.8581	-1.0727	0.3582	1.6235	-1.571	-0.8991	-0.2778	0.4055	0.8928	-1.9645	-0.4202	0.1912	-0.1779	0.3623	-1.2215	-0.3234	1.8456	0.2794	0.0973	-0.617	1.5286	0.6625	-0.9769	-0.804	-0.783	-0.5882	-1.6753	-0.6261	-0.78	-0.0299	0.2422	-0.4301	-0.1388	0.5856	1.4848	-0.4646
PREX1|PREX1	-1.1483	0.269	1.4038	0.0777	0.4303	-1.1008	1.7274	-0.275	-1.1587	-0.6256	-0.4418	0.95	-0.9426	-2.1424	0.3227	1.1014	0.5377	0.1199	-0.8138	-0.3108	-0.1886	-0.5884	-1.8831	-1.3091	-0.813	1.1512	0.0645	0.8762	0.1131	1.3619	0.3787	-0.3154	0.9348	-1.5	1.1327	-1.1901	-1.3581	2.6865	0.3181	0.4361	0.4891	0.17	0.0334	0.5821	0.4374
ERCC1|ERCC1	-0.2214	0.1308	-0.138	-0.9838	0.2101	-0.8326	-0.9247	-1.9835	1.6498	1.3173	-0.2234	0.185	-1.6099	0.0698	0.0248	0.8722	0.0173	0.579	-0.3099	0.8328	0.5153	0.6855	-2.1628	1.5502	1.1275	1.0168	-0.0868	-0.7649	-0.3405	0.2022	-1.2758	-2.6628	-0.2203	1.3898	0.5686	-0.0173	0.3031	0.6769	1.5125	-1.2898	1.3733	-0.6005	0.5515	-0.0433	-0.6702
MSH2|MSH2	0.401	0.3899	-0.1145	-0.8905	-0.3679	0.4567	0.5557	-0.4797	0.2599	0.7567	0.5591	0.1731	0.374	-0.5288	0.1158	0.1069	0.1224	0.306	1.0292	0.3523	-1.0188	-1.1947	-1.5864	1.803	0.2204	-0.7841	-0.5013	-0.5329	1.6438	0.2828	-1.2362	-3.162	1.782	-1.5507	-0.0937	2.8927	0.4511	-0.0422	0.3742	0.1684	0.8198	-0.8528	-0.4543	-0.2812	-0.724
MSH6|MSH6	0.5368	-0.8689	-0.787	-1.1923	-0.5128	0.6809	-0.3596	-0.1269	0.04	0.31	1.0065	-0.0002	1.1227	0.5182	0.2045	-0.1549	-0.0867	0.4679	1.5894	1.3268	-2.0529	-0.8436	-1.1671	1.7115	-0.1106	-0.5751	-0.66	-0.8471	1.5742	-0.5705	-1.1456	-1.9081	1.052	-1.1773	-0.1267	2.9274	0.708	-0.4145	0.2862	-0.2259	1.5608	-0.8257	-0.0555	-0.3533	-0.4746
DIABLO|Smac	1.0906	0.8588	0.4954	1.8294	1.6491	0.1073	-1.2204	-1.5674	-0.8366	0.8573	-2.1486	0.5734	-0.5846	-0.2835	-0.8432	-0.1901	0.75	-0.7872	-0.5514	-0.2348	1.244	-0.614	0.1168	-1.6822	-0.0476	0.3546	-1.1272	1.4149	-1.0298	0.4617	0.3681	-1.3879	-0.0233	-1.4968	0.8309	-0.8702	0.1912	-0.0134	-0.4818	1.2111	1.0199	1.4091	0.1408	1.7869	-0.7393
ADAR|ADAR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTNNA1|alpha-Catenin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NKX2-1|TTF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASP3|Caspase-3	0.4478	-2.6634	-0.4006	0.0564	0.1006	0.714	-1.3639	0.6779	-1.0567	1.1802	0.216	-0.6183	-0.0693	-0.9806	0.9889	-0.1382	-1.7251	-1.3722	0.866	1.5992	0.1334	0.5454	0.616	0.7972	-1.7318	0.1235	-0.1823	0.0091	0.8312	-2.0216	-0.8313	1.0136	1.7637	-0.5781	0.611	1.7975	0.9592	0.6606	1.0019	-0.6861	-0.2855	-0.4877	0.3785	-0.5363	-0.3598
CASP9|Caspase-9	-1.1494	-1.4902	-1.2377	-0.4473	-1.3402	0.0539	-0.8549	0.1473	0.803	0.7233	1.9546	-0.0707	-0.0325	-1.4859	0.7461	-0.5567	-0.0138	1.5866	1.9246	2.7388	-0.3251	-0.3994	-0.3159	-0.0628	-0.7319	-0.1875	-0.0475	-0.219	-0.1854	-0.8214	-0.7233	1.019	1.6329	0.3359	0.3003	0.6401	2.2121	-0.9874	0.5447	-0.2286	-0.6603	-1.0337	-0.4526	-0.8366	-0.4654
PARP1|PARP1	1.1775	-1.6249	-0.4132	-0.3701	-0.7913	0.3408	-1.0256	0.9831	-0.4496	-0.1024	-0.0391	-0.2272	-0.1589	0.2586	0.836	-0.8618	-1.2223	0.4337	2.4445	0.9826	0.0995	-2.0082	-0.5202	0.2409	-0.2539	-0.6523	-0.3936	-0.541	-0.371	-1.2365	-0.4097	2.3573	1.5098	0.0059	-0.8701	2.0209	-0.9696	-0.0651	0.1515	-0.6337	0.6222	-0.0903	-0.3554	-0.2016	2.3937
COPS5|JAB1	0.5996	1.9157	1.5887	1.1461	0.4464	0.3132	2.5152	-3.4254	-0.3087	0.1566	-0.3975	0.0923	0.2202	-0.6352	-0.5831	-0.0424	0.8839	-0.1037	-0.6915	-1.4205	0.2407	-0.6251	-1.6338	-1.192	0.6374	-0.4758	0.9959	0.2233	0.3481	1.4977	0.0704	-0.5503	0.0747	-1.2219	0.3671	-1.4542	-0.1841	-0.28	-0.6737	0.9026	0.0931	0.2799	-0.2188	0.5093	-0.0005
